Id,predicted
284,790.9619667
285,981.6147271
286,970.6151205
287,805.6301553
288,847.7198476
289,976.3373475
290,853.628786
291,865.4930031
292,961.3495791
293,849.2401366
294,865.3614879
295,893.2222754
296,945.9572916
297,859.6292986
298,876.0442252
299,904.938079
300,827.5770884
301,853.306908
302,812.9859276
303,875.6594656
304,898.1096976
305,954.4480459
306,872.9421122
307,798.5064045
308,792.5376701
309,977.0409745
310,820.3565398
311,872.5532789
312,790.8179729
313,843.8237168
314,795.2111463
315,907.2807128
316,907.4837694
317,912.3265629
318,962.2993427
319,897.9508699
320,979.4546792
321,853.4864241
322,912.4313544
323,822.16612
324,851.1708747
325,843.5985603
326,896.7852339
327,1002.189737
328,874.4897035
329,882.7317186
330,868.9873042
331,853.3921542
332,841.0480262
333,882.7415431
334,899.9366126
335,836.9752522
336,908.56277
337,891.5471039
338,860.9142281
339,943.0667055
340,842.4828679
341,867.3484599
342,795.5631309
343,886.8796969
344,910.1732459
345,856.6225366
346,864.9357328
347,863.1422105
348,954.789512
349,903.809399
350,901.1919829
351,899.636969
352,929.5779693
353,955.0206979
354,898.0320611
355,970.229939
356,834.6351767
357,827.1303081
358,801.9831961
359,907.9367872
360,913.2794092
361,845.5756176
362,983.5679389
363,917.0824639
364,898.3376915
365,916.7385103
366,817.3480476
367,938.4098199
368,914.9599498
369,907.5093455
370,916.0563604
371,916.7874112
372,999.0773916
373,903.4035059
374,906.5214425
375,887.4614452
376,815.4608075
377,868.7715473
378,906.7461038
379,921.5701473
380,900.598023
381,825.0029439
382,966.5873934
383,897.0118811
384,943.3651477
385,877.4824052
386,1000.001844
387,861.7642481
388,929.5454821
389,985.1939021
390,933.2283534
391,946.9209859
392,928.1728251
393,876.2284182
394,940.9249694
395,979.1575467
396,861.1428805
397,807.4662136
398,787.4545482
399,841.9522588
400,852.7486466
401,903.396428
402,1003.08324
403,874.8068012
404,998.8283851
405,885.2379832
406,952.5095794
407,942.5792946
408,798.2461517
409,852.8180028
410,873.4923439
411,909.2481857
412,882.2059083
413,976.239673
414,995.2497109
415,865.3538271
416,900.9845995
417,794.7864711
418,798.9140558
419,914.9649162
420,896.1778244
421,920.6358035
422,943.2424182
423,893.3890444
424,883.6487042
425,891.5493781
426,953.1420008
427,875.2410025
428,953.4650847
429,843.4068129
430,826.5839514
431,798.9407421
432,866.1387149
433,1004.476676
434,849.1109993
435,968.4848871
436,943.940626
437,917.9771676
438,940.4752602
439,901.3833491
440,912.5218099
441,897.3963804
442,860.1555611
443,816.1335188
444,852.792498
445,900.780959
446,884.5819676
447,879.1602123
448,893.1947969
449,968.2729563
450,935.3331846
451,822.6294537
452,892.0598055
453,906.5230077
454,854.9934641
455,856.7419044
456,900.7374062
457,943.0789223
458,916.212685
459,895.7585787
460,951.5709482
461,951.7659463
462,831.0524825
463,892.4557471
464,884.7815025
465,967.0948309
466,828.0958309
467,907.4472706
468,929.1305798
469,854.6102958
470,999.8385171
471,870.9806101
472,908.5127781
473,972.5492198
474,914.4249584
475,866.5131542
476,863.3115394
477,906.0185397
478,900.8941481
479,911.4664237
480,946.8841007
481,1010.62053
482,841.2388909
483,937.8146935
484,911.8923596
485,884.1098665
486,924.7822678
487,1007.484089
488,909.7950934
489,823.0587837
490,842.8096604
491,918.6014486
492,901.8033462
493,991.6160159
494,869.239913
495,989.9495187
496,859.9214825
497,918.9896802
498,885.332291
499,908.7158659
500,896.0261864
501,899.4080684
502,851.9192877
503,935.2564355
504,831.6616385
505,900.6109084
506,940.8518976
507,975.0905604
508,827.5984495
509,968.2339863
510,895.7254214
511,874.8515046
512,898.7333743
513,843.2981716
514,925.896153
515,833.1560742
516,850.4505511
517,882.0839438
518,816.4784657
519,944.1926945
520,799.3322053
521,850.6532733
522,881.5897466
523,864.7406121
524,794.8335151
525,851.8985911
526,892.6427892
527,930.8044409
528,846.5658408
529,913.3805781
530,875.5511155
531,877.1360558
532,1006.974224
533,864.2884148
534,875.0909691
535,907.2566071
536,877.5271639
537,853.6009756
538,806.4208597
539,921.4208332
540,893.1529029
541,909.2109668
542,849.5104733
543,974.8445221
544,855.7303856
545,787.4545482
546,846.1108015
547,818.1023481
548,856.1721875
549,984.6871889
550,910.9047838
551,873.9234895
552,791.5685846
553,824.1902771
554,788.9340666
555,864.3571546
556,883.0815795
557,852.142868
558,881.2604485
559,941.7384927
560,958.9990869
561,808.3674872
562,791.3374144
563,824.2781358
564,981.3800814
565,974.3558766
566,876.4316606
567,888.1938706
568,867.9140429
569,909.7033
570,924.7164105
571,903.4847238
572,855.8333151
573,940.4542794
574,939.5894175
575,954.770112
576,884.1379949
577,793.2387153
578,872.3651286
579,916.6633287
580,912.5245402
581,813.9219022
582,843.5574899
583,818.4433225
584,933.8686884
585,912.6395469
586,983.2359099
587,854.3238318
588,916.0812462
589,895.8319005
590,803.4081667
591,979.1628173
592,888.7751259
593,913.8954494
594,902.2647648
595,822.0235182
596,917.5336087
597,927.4458015
598,896.8578029
599,930.1636628
600,868.7683553
601,907.5121985
602,883.6402528
603,836.0584455
604,885.0864932
605,858.9640526
606,816.0810446
607,970.4014783
608,908.3120774
609,904.6118473
610,803.8841263
611,979.8678199
612,796.6788188
613,967.6091659
614,810.6144279
615,864.8444578
616,887.1615143
617,845.0011274
618,850.9289227
619,869.8621907
620,869.2828863
621,852.0488538
622,791.7330941
623,798.6442272
624,880.3615322
625,955.9922647
626,1007.83471
627,846.8507028
628,793.0249788
629,927.2860607
630,824.0274594
631,971.8200963
632,894.2727045
633,915.228923
634,814.4638141
635,911.1642722
636,853.2783177
637,891.9996644
638,956.5084053
639,884.5600494
640,933.6062833
641,947.734216
642,793.0506015
643,854.4257284
644,850.6910954
645,857.1979162
646,959.2888367
647,929.1033063
648,853.8215819
649,976.9917899
650,979.8346543
651,951.9795962
652,854.8840853
653,972.4110119
654,817.8722968
655,890.7745579
656,853.8892039
657,885.5067983
658,895.6261363
659,943.1138271
660,930.0395338
661,794.9107611
662,962.8901113
663,904.1656246
664,940.4098753
665,826.3967594
666,897.8181751
667,885.3511642
668,904.582367
669,926.200701
670,884.4506073
671,868.137265
672,923.0027427
673,920.5149449
674,945.8920714
675,922.0902932
676,863.7883576
677,895.7499643
678,938.3843506
679,981.1414898
680,995.6970848
681,967.7534713
682,792.7223792
683,850.9213485
684,849.6063234
685,960.7035619
686,931.4464837
687,813.7237157
688,909.7267897
689,848.3521434
690,1000.406997
691,820.9992472
692,902.4456002
693,906.3610129
694,901.7994289
695,958.4148725
696,929.6817098
697,899.6454761
698,892.5825554
699,895.7379335
700,945.1401606
701,995.0553069
702,1012.98912
703,893.0487026
704,881.3159182
705,799.6099075
706,899.4163243
707,892.9969258
708,940.3840242
709,901.4751239
710,833.9325593
711,987.5986133
712,1006.692053
713,863.0673887
714,859.2905507
715,959.9044323
716,871.7198017
717,890.0796327
718,956.6541294
719,937.9360706
720,822.8869133
721,852.7181447
722,879.1142593
723,901.8390162
724,835.8743528
725,952.6424759
726,867.7029274
727,924.521589
728,922.0688602
729,826.5609138
730,964.1793323
731,876.7728047
732,907.5059874
733,827.447658
734,932.6033989
735,904.6796095
736,847.1927298
737,860.4866753
738,876.4679841
739,1004.079311
740,908.500333
741,949.3465366
742,913.9030743
743,885.3829262
744,865.0128643
745,915.9273134
746,860.9798768
747,849.7988513
748,944.2772305
749,939.5925497
750,891.8008903
751,867.5762604
752,868.1420883
753,842.0037761
754,836.3664793
755,828.3447341
756,830.0662045
757,880.5091551
758,906.676553
759,897.9749159
760,931.2845092
761,878.1823711
762,840.4509741
763,935.287279
764,980.1157025
765,950.2730028
766,830.341282
767,974.924348
768,908.1464803
769,801.9075106
770,990.3613949
771,966.4399475
772,891.8061507
773,985.2906147
774,851.5629917
775,994.3886808
776,864.2915364
777,886.3486227
778,874.922508
779,847.3730572
780,983.1845708
781,887.9075923
782,902.1384244
783,900.9689943
784,831.828603
785,835.9230779
786,861.4089499
787,863.5631974
788,918.4187254
789,987.209791
790,911.2720673
791,876.0775034
792,883.3186761
793,969.0629506
794,978.1955055
795,909.450365
796,828.5551976
797,924.9160471
798,854.5006224
799,856.4352028
800,998.4598188
801,890.1838537
802,856.7143114
803,930.6832345
804,881.2312747
805,897.6762422
806,874.679776
807,885.408485
808,995.1686587
809,909.2842996
810,913.2483128
811,993.8625155
812,1009.678541
813,905.3728269
814,915.6970736
815,832.9704255
816,871.980748
817,827.5144488
818,832.0682302
819,946.9106021
820,903.5097706
821,960.3814433
822,873.5612857
823,918.1211098
824,964.3895061
825,864.1074451
826,977.1151709
827,792.8249637
828,993.2962188
829,829.2277732
830,860.7479383
831,991.0833493
832,830.5282729
833,879.6778827
834,997.0011701
835,910.6964314
836,938.3569203
837,875.1695519
838,796.984823
839,823.5331828
840,913.2741482
841,816.1311783
842,880.549291
843,850.7809133
844,837.3390672
845,848.4462006
846,869.4145221
847,821.9194597
848,862.507057
849,863.639824
850,879.9853234
851,874.6518128
852,831.35924
853,880.3676007
854,919.9205706
855,801.1012323
856,916.1189346
857,910.6896216
858,962.9097046
859,802.4580207
860,998.110048
861,936.223707
862,862.4201091
863,907.4013698
864,852.510742
865,861.9243793
866,859.1471085
867,936.5515045
868,882.4194373
869,893.6060225
870,918.1991833
871,807.3878722
872,909.2578254
873,871.9836563
874,920.0633206
875,855.363166
876,911.1664078
877,927.4026201
878,854.0038238
879,851.3410545
880,899.5438302
881,847.9617566
882,797.077548
883,873.9196554
884,859.6075932
885,881.0597797
886,858.1820664
887,820.1827548
888,933.2308479
889,827.0121295
890,913.9055925
891,989.5271527
892,917.6096705
893,889.8113138
894,906.940251
895,842.5311737
896,963.5435213
897,947.1003044
898,908.2133665
899,823.1705192
900,919.5967312
901,820.2972087
902,826.2458423
903,910.7462419
904,858.4642764
905,921.9831689
906,924.2073562
907,928.2729713
908,989.1571666
909,963.8412233
910,926.009798
911,869.424267
912,878.2186885
913,939.5398354
914,855.7931771
915,918.2826917
916,850.9291354
917,888.3184395
918,909.0652584
919,825.9626502
920,819.5776868
921,841.5698047
922,812.1451046
923,916.2297089
924,848.3176824
925,898.2897869
926,823.9170322
927,913.5180705
928,800.9908446
929,909.7045176
930,818.3146502
931,893.9877356
932,896.6656021
933,863.0445537
934,968.714867
935,896.514842
936,896.0571036
937,845.7224326
938,891.5818608
939,803.3973849
940,965.7126883
941,974.2550732
942,1002.917998
943,928.7274605
944,879.2653193
945,870.1029732
946,981.5819562
947,915.4162504
948,900.9419331
949,900.5063069
950,795.6694439
951,882.909677
952,918.498083
953,917.0111055
954,862.2051712
955,912.2330412
956,852.9103728
957,849.9747996
958,906.916985
959,932.6492795
960,802.7622517
961,892.4851568
962,824.6260061
963,886.108723
964,970.1354966
965,798.1994779
966,955.1353853
967,857.2279525
968,904.3096731
969,931.6742253
970,822.9906881
971,896.8079989
972,789.4364133
973,855.7846493
974,873.5308756
975,856.7109068
976,935.3812061
977,821.8527275
978,881.5860415
979,897.1026789
980,918.3590706
981,855.4364511
982,831.8329021
983,826.1683986
984,916.6269602
985,877.991861
986,796.906529
987,860.2624615
988,900.2987891
989,989.4921988
990,904.7823613
991,910.2427242
992,890.7623782
993,978.3288588
994,825.7937706
995,856.2162209
996,1003.266727
997,896.830919
998,922.6838703
999,821.1285023
1000,805.360287
1001,911.0374884
1002,880.2836982
1003,818.7862672
1004,893.1892952
1005,917.9415942
1006,911.0595524
1007,874.552365
1008,812.5735942
1009,902.0278387
1010,1001.425238
1011,876.4283978
1012,966.1764677
1013,948.3981243
1014,912.9526446
1015,863.1831229
1016,962.9580964
1017,856.41235
1018,1003.29432
1019,960.8849484
1020,968.4299028
1021,856.4822898
1022,825.6145386
1023,952.3353215
1024,855.2816801
1025,905.9443374
1026,838.2558952
1027,910.115491
1028,983.8668496
1029,904.5541197
1030,885.0076369
1031,794.835257
1032,884.7021904
1033,903.4355235
1034,860.6104423
1035,964.1916077
1036,818.8074763
1037,799.6769702
1038,977.2139521
1039,822.2031912
1040,927.0982265
1041,822.9311913
1042,808.9144502
1043,906.3104882
1044,963.2565544
1045,974.1064431
1046,974.3304985
1047,922.9185106
1048,834.8136165
1049,919.3650954
1050,930.8662524
1051,920.8493466
1052,861.8958995
1053,852.6787661
1054,812.8005089
1055,939.5716806
1056,899.3699225
1057,852.1164966
1058,932.1968425
1059,897.4006871
1060,875.2395782
1061,807.727357
1062,891.3848296
1063,861.4937305
1064,872.3044857
1065,827.7637071
1066,1002.576353
1067,889.2041039
1068,920.8745595
1069,850.339896
1070,878.0299365
1071,886.4260809
1072,897.9094536
1073,803.1388344
1074,820.4801446
1075,966.1229085
1076,805.455022
1077,994.7136949
1078,965.0883922
1079,825.3456207
1080,825.1299863
1081,881.6825346
1082,884.4572522
1083,882.189114
1084,908.6856925
1085,1005.47676
1086,931.8378398
1087,799.6474471
1088,924.809293
1089,799.0195643
1090,801.1139135
1091,942.837927
1092,866.3382498
1093,880.0837982
1094,1004.040179
1095,979.9460022
1096,929.2526002
1097,854.646314
1098,943.3620318
1099,862.5116014
1100,944.3139582
1101,885.8864392
1102,825.1279826
1103,977.4041624
1104,839.8044762
1105,901.1078178
1106,907.9003827
1107,854.1748277
1108,844.1538384
1109,936.8449099
1110,860.5715711
1111,874.5174657
1112,905.724894
1113,940.576705
1114,885.6477252
1115,893.6052304
1116,867.6210191
1117,990.9238916
1118,828.4532016
1119,849.839279
1120,1003.601862
1121,941.4361009
1122,947.0549233
1123,951.8461519
1124,1007.328234
1125,915.2537228
1126,874.260542
1127,892.3147325
1128,982.0615393
1129,851.5791095
1130,950.5618721
1131,1012.877898
1132,936.393466
1133,882.4740393
1134,900.2139446
1135,915.2221837
1136,916.1090519
1137,818.8961741
1138,846.3777108
1139,938.1109755
1140,824.045476
1141,846.9313139
1142,965.6405103
1143,894.6191013
1144,857.8912475
1145,917.8246627
1146,912.0377012
1147,956.5664321
1148,972.6066714
1149,925.4925467
1150,959.0650436
1151,923.2993889
1152,895.3753053
1153,932.3209086
1154,824.7789929
1155,888.2093674
1156,877.6907354
1157,799.0845785
1158,924.9673411
1159,868.432259
1160,883.665527
1161,886.643638
1162,859.5049645
1163,888.8527387
1164,947.0012937
1165,844.9159376
1166,829.1017302
1167,850.5568959
1168,859.3040869
1169,916.4888554
1170,965.8966722
1171,828.0275499
1172,870.7503616
1173,851.4669486
1174,963.8421177
1175,863.9139609
1176,868.7831643
1177,919.2874396
1178,869.065189
1179,877.8251534
1180,861.1457335
1181,982.4040011
1182,912.205077
1183,906.7353813
1184,795.2831982
1185,794.4663508
1186,807.4860588
1187,826.5392083
1188,820.6915406
1189,904.399355
1190,954.0702839
1191,914.2127628
1192,945.2300285
1193,888.1371316
1194,875.7300435
1195,805.7760641
1196,976.6575784
1197,994.3793328
1198,904.2305941
1199,819.7419619
1200,945.8085778
1201,822.0124684
1202,908.3298492
1203,838.8479011
1204,904.2214326
1205,885.5786531
1206,963.1698865
1207,909.6668512
1208,888.7432617
1209,915.3964559
1210,905.3581435
1211,907.1243058
1212,889.4594508
1213,962.5503742
1214,864.0789146
1215,1006.882862
1216,921.4243808
1217,924.0487154
1218,912.5584306
1219,912.158507
1220,890.9785697
1221,937.1848639
1222,943.77891
1223,909.6491072
1224,946.2632209
1225,893.9689698
1226,851.2120974
1227,944.8436613
1228,830.346275
1229,824.9865704
1230,905.0859627
1231,954.3408971
1232,908.9153948
1233,870.7103351
1234,982.5731051
1235,866.8472204
1236,969.1227712
1237,812.9308125
1238,828.3771621
1239,850.24059
1240,998.1057685
1241,884.6597814
1242,807.3350981
1243,941.4828689
1244,871.2071109
1245,847.5945254
1246,803.1364386
1247,865.4754214
1248,841.6042111
1249,951.6078491
1250,853.0286386
1251,927.402304
1252,995.9957666
1253,977.9615259
1254,853.620487
1255,957.4140768
1256,827.1977499
1257,849.7464876
1258,909.1707356
1259,833.3502822
1260,976.5667601
1261,892.5383999
1262,876.3479051
1263,911.1011699
1264,838.7526932
1265,797.467238
1266,956.751776
1267,943.8365559
1268,989.9999762
1269,870.089389
1270,830.639358
1271,946.4337045
1272,876.1160962
1273,910.5197371
1274,920.3397291
1275,928.983662
1276,905.5828588
1277,950.2692738
1278,880.4983024
1279,856.7179951
1280,927.4458015
1281,828.4394847
1282,829.6504943
1283,791.0802831
1284,885.5628783
1285,928.4896289
1286,875.1746589
1287,847.4688277
1288,850.1917879
1289,941.5361432
1290,866.4960594
1291,892.6030903
1292,956.2004849
1293,892.9185245
1294,906.5222277
1295,875.8932958
1296,830.4332271
1297,984.8841225
1298,992.0505745
1299,988.5813025
1300,912.6867093
1301,896.4170879
1302,938.6180193
1303,869.6625906
1304,802.1501717
1305,800.8157984
1306,866.3063851
1307,951.9405123
1308,1005.171394
1309,818.928078
1310,791.2480387
1311,903.9252448
1312,899.3091884
1313,804.2720191
1314,916.427942
1315,909.6775627
1316,968.2760768
1317,914.381898
1318,948.8120729
1319,880.2697999
1320,829.3562327
1321,821.4605396
1322,886.036939
1323,798.401211
1324,877.2161462
1325,928.2635318
1326,832.4955301
1327,917.151493
1328,901.5606368
1329,900.3484391
1330,869.9654849
1331,895.0393432
1332,918.649355
1333,823.9894664
1334,880.5006156
1335,959.0393622
1336,909.005284
1337,972.7617039
1338,933.5943117
1339,885.3829494
1340,925.3487929
1341,890.2015665
1342,820.8384422
1343,887.7745313
1344,833.0754063
1345,921.5192888
1346,966.2526611
1347,985.8650998
1348,912.812725
1349,835.2780969
1350,824.5070521
1351,862.2460998
1352,996.159165
1353,897.6425241
1354,870.7201445
1355,831.5785703
1356,787.5934507
1357,862.9006794
1358,883.2322362
1359,951.0533671
1360,796.3012428
1361,911.5759493
1362,847.9068548
1363,994.3886808
1364,1005.237006
1365,825.1691239
1366,896.4760493
1367,799.6124925
1368,883.3606683
1369,876.018102
1370,811.8043981
1371,940.6769295
1372,989.2221099
1373,872.3865551
1374,967.9504239
1375,933.1166185
1376,925.2878261
1377,895.6867716
1378,954.4925517
1379,819.2757042
1380,872.2182468
1381,909.8734088
1382,910.3293054
1383,815.0459912
1384,859.2505881
1385,952.7801724
1386,841.0987333
1387,984.0183563
1388,989.5570857
1389,852.2660032
1390,801.2194063
1391,852.0046199
1392,922.669236
1393,803.4128482
1394,877.5766751
1395,937.572977
1396,821.5439568
1397,852.8255375
1398,893.3507942
1399,994.8371178
1400,940.9557387
1401,830.1101827
1402,852.7383221
1403,795.9342521
1404,847.3615501
1405,891.3420255
1406,840.6353661
1407,914.4792024
1408,901.8878119
1409,966.7699424
1410,845.1947631
1411,961.0392908
1412,855.8013895
1413,925.0884888
1414,900.3374491
1415,856.5007324
1416,880.3971366
1417,822.4650358
1418,930.9162903
1419,841.156199
1420,810.1790261
1421,884.7469578
1422,911.3965816
1423,998.1823835
1424,977.0268862
1425,886.5790989
1426,867.9777369
1427,853.1374617
1428,857.3851239
1429,861.8153198
1430,959.1654847
1431,940.0930846
1432,889.3645856
1433,895.4271692
1434,825.2590116
1435,906.8508708
1436,940.0900422
1437,830.5745253
1438,866.8239824
1439,793.5070387
1440,843.2353248
1441,915.1943476
1442,890.0662935
1443,968.9326871
1444,966.4408186
1445,895.0492995
1446,922.4667737
1447,880.5216276
1448,858.0930342
1449,976.1137521
1450,889.4902459
1451,925.0981908
1452,971.189772
1453,948.2023451
1454,882.2943825
1455,908.4113281
1456,818.3681334
1457,863.4745471
1458,935.2467882
1459,892.8104825
1460,922.4748488
1461,1003.492538
1462,881.7946949
1463,916.5046125
1464,923.363082
1465,918.0473596
1466,815.4762547
1467,942.7344956
1468,833.9121308
1469,987.8402968
1470,873.0219829
1471,874.1482602
1472,959.8287776
1473,883.4337774
1474,969.1200599
1475,951.998831
1476,933.3556342
1477,862.4105394
1478,942.5374749
1479,901.7176742
1480,917.7224914
1481,940.561885
1482,925.6525159
1483,915.0006298
1484,935.5548219
1485,889.325392
1486,993.7225651
1487,916.0652773
1488,907.4882195
1489,913.2651902
1490,997.0515009
1491,868.6639418
1492,898.5112836
1493,970.3573283
1494,858.6652847
1495,802.7185571
1496,977.4902757
1497,961.7263193
1498,938.6944733
1499,802.8286449
1500,953.971247
1501,833.6577771
1502,960.3766751
1503,940.1691246
1504,811.9713034
1505,859.4450858
1506,863.0880178
1507,929.2266582
1508,883.3597233
1509,795.7652029
1510,852.5410144
1511,811.0453452
1512,828.3053113
1513,874.3195784
1514,956.6217231
1515,946.5703967
1516,830.5487608
1517,813.729304
1518,833.2743176
1519,887.778249
1520,854.7658717
1521,908.8331837
1522,993.1599254
1523,992.3437401
1524,906.738715
1525,913.490789
1526,880.3367448
1527,891.6711539
1528,795.8703808
1529,955.474401
1530,883.1787647
1531,939.2633393
1532,909.5556887
1533,792.6376299
1534,893.7124108
1535,974.3171301
1536,926.3297591
1537,882.5800134
1538,852.7745366
1539,905.4427713
1540,950.3044143
1541,892.3073233
1542,871.1164968
1543,810.7614009
1544,870.9696428
1545,854.6359621
1546,905.3949141
1547,901.1179522
1548,1009.546163
1549,919.5103934
1550,927.2940928
1551,905.0676619
1552,1005.358483
1553,911.3881329
1554,894.1165926
1555,830.5482644
1556,794.1407688
1557,938.0089076
1558,822.4243601
1559,907.4916119
1560,817.2465429
1561,846.830061
1562,854.0650944
1563,962.3794657
1564,913.3243862
1565,915.5243477
1566,893.5375446
1567,855.568517
1568,967.7108717
1569,931.5945093
1570,790.5624017
1571,820.691497
1572,911.3459911
1573,920.3860443
1574,946.0842286
1575,929.614962
1576,924.8230541
1577,1003.511847
1578,843.6594362
1579,809.8796341
1580,935.9631862
1581,980.9145523
1582,893.3017793
1583,932.8239649
1584,923.7321062
1585,900.7254573
1586,887.3843566
1587,922.497398
1588,799.341923
1589,806.8933438
1590,827.5127743
1591,954.6654661
1592,940.6211762
1593,891.0035497
1594,931.3189663
1595,954.5898404
1596,791.3147871
1597,932.5966046
1598,937.3543386
1599,873.9565993
1600,827.5053972
1601,951.4356119
1602,888.0891181
1603,949.6815648
1604,851.0723056
1605,891.6498785
1606,956.1987987
1607,871.8252033
1608,886.1359057
1609,851.8853817
1610,832.4704037
1611,952.2476627
1612,953.158338
1613,879.2896012
1614,940.2427411
1615,876.4249181
1616,822.672767
1617,877.6660507
1618,887.5785278
1619,907.1443089
1620,887.9530536
1621,1003.770738
1622,886.3435216
1623,923.6017357
1624,947.7146696
1625,937.0023702
1626,975.7635163
1627,830.3455381
1628,794.8334994
1629,989.3746076
1630,937.3649629
1631,913.6870989
1632,828.0671028
1633,933.9230699
1634,792.4323504
1635,903.5687791
1636,932.1887453
1637,905.1830811
1638,929.5199505
1639,888.6898768
1640,849.3447031
1641,897.4017872
1642,887.9471108
1643,896.8447079
1644,868.6729504
1645,795.2813541
1646,981.8568248
1647,961.6364824
1648,931.5862963
1649,861.2524892
1650,865.152105
1651,899.7595963
1652,793.1108789
1653,833.6491069
1654,842.6531237
1655,861.0684166
1656,812.8300169
1657,946.0256434
1658,929.2325267
1659,895.0319143
1660,845.1754104
1661,968.6584918
1662,895.6106124
1663,903.9054654
1664,895.1430553
1665,881.7078295
1666,915.9415195
1667,794.4523061
1668,847.2570772
1669,900.2590625
1670,885.409719
1671,939.2944398
1672,903.1785219
1673,857.5828141
1674,868.6564072
1675,884.0120886
1676,875.5859687
1677,1006.160947
1678,880.2314373
1679,913.5430839
1680,939.7866433
1681,947.7838143
1682,963.1555617
